Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Additional information (product.metafields.custom.additional_information),Condition (product.metafields.custom.condition),Designer (product.metafields.custom.designer),Dimensions (product.metafields.custom.dimensions),Key features (product.metafields.custom.key_features),Manufacturer (product.metafields.custom.manufacturer),Perfect for (product.metafields.custom.perfect_for),SEOWILL Badge ID (product.metafields.custom.seowill_badge_id),Shipping & pickup (product.metafields.custom.shipping_pickup),SLOY quality standard (product.metafields.custom.sloy_quality_standard),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Backrest type (product.metafields.shopify.backrest-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Light temperature (product.metafields.shopify.light-temperature),Outdoor furniture items included (product.metafields.shopify.outdoor-furniture-items-included),Seat structure (product.metafields.shopify.seat-structure),Seat type (product.metafields.shopify.seat-type),Upholstery material (product.metafields.shopify.upholstery-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
small-messow-teddy-bear-night-light-blue,Small Messow teddy bear night light – blue,"<p>A figural night light by Messow, produced in the 1980s. The lamp takes the form of a teddy bear rendered in blue-tinted translucent material, designed to emit a soft ambient glow suitable for children's rooms or low-light environments. The piece represents a category of functional decorative lighting that balanced child-friendly aesthetics with practical bedroom use.</p><p>Figural night lights occupy a specific niche within lighting design – objects required to balance formal appeal, material translucency for light diffusion, and subject matter appropriate for their intended context. The teddy bear, a fixture of childhood iconography since the early 20th century, was a common motif for manufacturers like Messow operating in this category.</p>",,,,,true,Title,Default Title,,,,,,,,LMP-080,0,shopify,0,deny,manual,300,,true,true,,,,,,https://drive.google.com/uc?export=view&id=168k8oHsWEuTzql6cxYP6JBmYTEbv3Hl8,1,,false,,,,,,,,,,,,,,,"Very good vintage condition, consistent with age. The lamp has been electrically inspected and is safe for use.",,Height: 30 cm,"Teddy bear form
Translucent blue material
German production, 1980s
Playful design
Professionally tested electrical system","About Messow: Messow was a German manufacturer specializing in molded plastic novelty lighting during the 1980s. Inspired by popular culture and consumer products, their gummy bear lamps became favorites among collectors, blending nostalgia with functional design.","Children's bedrooms and nurseries
Collectors of 1980s decorative lighting
Playful accent in eclectic interiors
Those seeking functional vintage night lights",,"Free local pickup available (Kraków, Poland)
Shipping cost calculated individually based on your location
Contact us before purchase for a shipping quote","All vintage lighting is carefully inspected, electrically tested, and serviced before sale. We ensure every piece is safe and ready to enjoy in your home.",,,,,,,,,,,,,,,,,,,,active
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1q1BqeScGxIWa6js-fgBNbYVCRAJWcieA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1rcfWxQVr_TCZ4jFhr615hCtmF6_j7bLP,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1sVqEmCp9dP5wAEoHQ8CiOr9xi9xGaabK,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1pgnih4K1Q1zMLxMwDnyVeCVrXo3pBE46,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1GuMBqqp6sMzU3Xy_IPlc5OifHQo8zOxs,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1l8J4H8_efpG7f4k0fKkNU49bdemZdQuo,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1HqmBY03v0X7SMmxJEgl2Kmghc7LyeVsW,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1n23TGFS8ayAd4d_DUVBXrWQt9gvtpwyV,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1LOcn7F_Fdph_zWic9W0V9dIJTF-hk0cb,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1oS4LHaA7pwlJOBr0qRpekSCQxt-Td4Ur,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1HaG_clY0xwTMbc4oI2CNmbFf4oNuaTHV,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1A8qLlYrfONtHvi2sVxASHd80Ifs79YnL,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1S1yEU1-_60QeAKoEVaBzNxtQmkFguWQ4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=12tsv5p0PTCAjX7Qj72HuMr_DOdpAfr4K,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-messow-teddy-bear-night-light-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=17NrTZAzX4_Fcx6r5Jh9ti9TLAZRfymsC,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-plastic-record-rack-l-shaped-wall-mountable,"Red plastic record rack | L-shaped, wall mountable","<p>A wall-mountable record rack in red plastic, produced during the 1970s or 1980s. The design employs a simple L-shaped form – a functional solution for vertical record storage that prioritises accessibility and spatial economy.</p><p>This type of utilitarian storage object emerged alongside the widespread domestic adoption of vinyl as a primary music format, when practical, affordable storage solutions became a household necessity rather than a design statement.</p><p>Plastic record racks of this type represent a category of anonymous design – functional objects produced without designer attribution, shaped primarily by manufacturing efficiency and material constraints. The L-shaped form accommodates vinyl records while allowing quick browsing access. Red was a common colourway during this period, reflecting broader trends in domestic plastics that favoured saturated hues. These racks were typically injection-moulded, a process that enabled mass production at accessible price points.</p>",,,,,true,Title,Default Title,,,,,,,,AKC-196,0,shopify,0,deny,manual,150,,true,true,,,,,,https://drive.google.com/uc?export=view&id=1Y1ySD5bS56YxrvbJEME_F9E-cuWvGsKT,1,,false,,,,,,,,,,,,,,,Consistent with age and use. Visible scratches are present across surfaces. No cracks. Construction remains sturdy and fully functional. Cleaned and ready for immediate use.,,33 × 17 × 33 cm,"L-shaped plastic form, wall mountable
Bold red colourway
Sturdy construction, no cracks
Cleaned and ready for use
Anonymous design, 1970s/80s",,"Vinyl collectors seeking functional vintage storage
Home listening spaces and music rooms
Those preferring wall-mounted solutions for floor space economy
Interiors embracing bold colour accents",,"Free local pickup available (Kraków, Poland)
Shipping cost calculated individually based on your location
Contact us before purchase for a shipping quote",All vintage objects are carefully inspected and cleaned before sale. We ensure every piece meets our standards for authenticity and condition.,,,,,,,,,,,,,,,,,,,,active
red-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1bbwD7OUvmqD3LUKtCSdMqqchqv4Mjdh7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1t_jOjhxFRC6TSG9YSUombIXqUmH2YBKK,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1d-KoAGEDI7_T3vEmaNLfTuPq6WsqF7gW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1hd6hG5N6fwFbfXdAOUTI1e5hTGprsL1r,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1OWQbnPjajrtl3CNeEZvlpd9t5TJjm-LX,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1TQJPgt3FmCENX6XJvFlA2FcmPlLMLcER,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1V3sWytjw2z-IInkLlCiiQP_FuNcKRjtT,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=12c4esecvj-8vfC1-ll_-_GwOPICMC-wU,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1-ZS-FhOD4vvStFVTqNVwfM5AbwB1eZg4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-record-rack-l-shaped-wall-mountable,"Green plastic record rack | L-shaped, wall mountable","<p>A wall-mountable vinyl storage rack in green plastic, dating to the 1970s or 1980s. The piece features an L-shaped construction – a straightforward approach to vertical record organisation that emphasises ease of access and efficient use of wall space.</p><p>Storage objects of this kind appeared in response to the vinyl boom, when practical, budget-conscious solutions for growing home collections became essential domestic items.</p><p>Injection-moulded record racks like this one belong to the realm of vernacular design – everyday objects shaped by production logic and material properties rather than named authorship. The L-shaped profile supports standard LPs while permitting easy flipping through a collection. Green was among the popular saturated tones favoured in domestic plastics of this era, reflecting a broader appetite for expressive colour in functional household goods.</p>",,,,,true,Title,Default Title,,,,,,,,AKC-201,0,shopify,0,deny,manual,150,,true,true,,,,,,https://drive.google.com/uc?export=view&id=1sj1Fr_-KtcR4u25nCHt6Bck2rQSfP-0z,1,,false,,,,,,,,,,,,,,,Consistent with age and use. Surface scratches visible. No structural damage. Remains fully functional and sturdy. Cleaned and prepared for immediate use.,,33 × 17 × 33 cm,"L-shaped plastic construction, mounts to wall
Vivid green finish
Solid build, free of cracks
Cleaned and ready for your collection
Unattributed production, 1970s/80s",,"Vinyl enthusiasts in need of vintage-era storage
Dedicated listening rooms and home studios
Spaces where wall-mounted storage maximises floor area
Interiors welcoming vibrant colour statements",,"Free local pickup available (Kraków, Poland)
Shipping cost calculated individually based on your location
Contact us before purchase for a shipping quote",All vintage objects are carefully inspected and cleaned before sale. We ensure every piece meets our standards for authenticity and condition.,,,,,,,,,,,,,,,,,,,,active
green-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1BF0f66zQOAbjNmeXN8LYFPdkVVpYRFQr,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1E4yh6Mppb464uPWhgkhZ48u_NHITzTwJ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1zOJ2TOhYFl8riQTBR65CpeNDg07lV65c,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1ZNGc-ITZzRQFGjSqOsHb8sYTZjZ7o66O,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1aPy-XDpxJumNLvuUcFkI2ld95P7jtfGe,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=11gSHpn1c7mZXucuP6FSe94vJO0Vnsdg7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1BNKbYCUkYeQd26uzNx0orJk4ciGnJC-_,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange-plastic-record-rack-l-shaped-wall-mountable,"Orange plastic record rack | L-shaped, wall mountable","<p>A plastic record holder in orange, designed for wall mounting and produced during the 1970s or 1980s. Its L-shaped profile offers a no-nonsense method for storing vinyl upright, balancing accessibility with compact spatial footprint.</p><p>Such utilitarian pieces became commonplace as home record collections expanded, demanding affordable and practical storage that could integrate into everyday living environments.</p><p>Mass-produced plastic racks of this variety exemplify anonymous design – objects born of manufacturing efficiency rather than individual vision. The L-form cradles records vertically, allowing quick visual scanning of spines. Orange, a hallmark colour of 1970s interiors, appeared frequently in domestic plastic goods of the period, reflecting the era's embrace of bold, optimistic palettes in functional everyday items.</p>",,,,,true,Title,Default Title,,,,,,,,AKC-197,0,shopify,0,deny,manual,150,,true,true,,,,,,https://drive.google.com/uc?export=view&id=1u3ShatjZ08SxPZd4A6Rkatdv3Nyee9IW,1,,false,,,,,,,,,,,,,,,Wear consistent with age and prior use. Scratches present on surfaces. No cracks or structural compromise. Construction is sound and fully functional. Cleaned and ready to house your records.,,33 × 17 × 33 cm,"L-shaped plastic body, suitable for wall installation
Striking orange hue
Robust structure, crack-free
Cleaned and prepared for use
Anonymous manufacture, 1970s/80s",,"Record collectors seeking period-appropriate storage
Music corners and analogue listening setups
Those favouring wall solutions to conserve floor space
Interiors embracing warm, saturated accent colours",,"Free local pickup available (Kraków, Poland)
Shipping cost calculated individually based on your location
Contact us before purchase for a shipping quote",All vintage objects are carefully inspected and cleaned before sale. We ensure every piece meets our standards for authenticity and condition.,,,,,,,,,,,,,,,,,,,,active
orange-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1u8IstpDnLM_TnTwF0fEi9GHffcIuZUAc,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1STwqd98DZFbFs0ERoktLq5KsIlexrHlW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1bp67CsgEUzqR11eykeGXZCK9C5_2WbKH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=170Ira8AJqexciDm9UUfRQ5BeLaTjlD_u,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1mvLNXQcqSzrI84rfu667hWbO0hojJCYh,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1orIj76OSgA-HYFPTk85bSqYMevlX_42F,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1JQ8rSaDW912BpgMPw-CF6QxvBzst-i-z,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1u2lvnZWUDTS3c_P2PRADDZME0cVTnLsT,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1YGdDVRETpdZTQC9D7iniuKCZ6G8-aBUw,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1pCsDiWFjDigqxnxOgk-ywv1_U6sZx2R6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange-plastic-record-rack-l-shaped-wall-mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1-3zYLEthP0VEZip93rOap3KdWUOmXWPT,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-teddy-bear-money-box,Green plastic teddy bear money box,"<p>A plastic money box in the form of a teddy bear, finished in green. This type of figural savings bank reflects a longstanding tradition of encouraging thrift through playful, approachable forms – a practice dating back to 19th-century ceramic coin banks.</p><p>Plastic iterations like this one emerged in the postwar period, when injection moulding made such objects widely accessible. The piece retains its original key, allowing the base to be unlocked for coin retrieval.</p><p>Figural money boxes occupy a curious intersection of utility and sentiment. The teddy bear motif, ubiquitous in children's products since the early 20th century, lent these savings banks an emotional appeal intended to foster early habits of financial responsibility. Green examples are less common than primary colours, offering a subtle alternative for those seeking understated charm. The inclusion of the original key is a practical advantage – many vintage money boxes have long since parted ways with theirs.</p>",,,,,true,Title,Default Title,,,,,,,,AKC-198,0,shopify,0,deny,manual,120,,true,true,,,,,,https://drive.google.com/uc?export=view&id=1I6kdgLetefq6wrOM3fHMxL0a34rOsvt9,1,,false,,,,,,,,,,,,,,,Good overall condition. A small imperfection is visible on the back. General signs of use consistent with age. Structurally sound and fully functional.,,15 × 9 × 9 cm,"Figural teddy bear form in moulded plastic
Green color
Functioning lock mechanism with key
Compact tabletop size",,"Children's rooms or playful interior accents
Collectors of vintage plastic objects
Desks, shelves, or entryway catch-alls
Those drawn to functional objects with nostalgic character",,"Free local pickup available (Kraków, Poland)
Shipping cost calculated individually based on your location
Contact us before purchase for a shipping quote",All vintage objects are carefully inspected and cleaned before sale. We ensure every piece meets our standards for authenticity and condition.,,,,,,,,,,,,,,,,,,,,active
green-plastic-teddy-bear-money-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1rclaY1AH6z-0QU4G0T9cne7BtJSpOyh5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-teddy-bear-money-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1aBudj-H6RXcSscnAuctR6qLEhkpwy7Tm,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-teddy-bear-money-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=17yOqin6-pmkBHe4x_gdly0ogBVRdQT-2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-teddy-bear-money-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1xgwUiK1EjSFXkoDnzE8C7PSopBeCeNwi,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-teddy-bear-money-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=146atGqZr1M5dDMH9GvJKngM_AUp1FEiv,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-teddy-bear-money-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1SM8APF1q12-90L7yNpAKO_NY0bb_Rjzr,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-teddy-bear-money-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1POKiihqJCwhD6lwEqcPLl22EaJTw-515,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-plastic-teddy-bear-money-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1TKdBmZfXTZdZnC6K7ug_E2MEP03xDk6K,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slamp-energy-light-table-lamp-samuel-parker-1990s,"Slamp Energy Light table lamp | Samuel Parker, 1990s","<p>A table lamp from the Energy Light series, designed by Samuel Parker for Slamp. The Italian lighting manufacturer, founded in 1994, established itself through experimentation with technopolymers – a departure from traditional glass and metal that defined much of 20th-century lighting production.</p><p>The Energy Light exemplifies this approach: its Opalflex® shell transforms the lamp into a luminous sculptural object, diffusing light through layered, petal-like forms that create depth and visual complexity.</p>",,,,,true,Title,Default Title,,,,,,,,LMP-123,0,shopify,0,deny,manual,650,,true,true,,,,,,https://drive.google.com/uc?export=view&id=1Dr6BDG6pH02JCW0bKPh9nkdiTZe8CRNu,1,,false,,,,,,,,,,,,,,,Cleaned and prepared for use. A few nearly imperceptible marks remain. Electrically inspected and safe for operation.,"Samuel Parker is a recurring collaborator with Slamp, contributing designs that exploit the formal possibilities of technopolymer materials. The Energy Light demonstrates his interest in organic geometries – the folded, petal-like structure creates visual depth while serving a functional purpose, softening and dispersing light evenly. Parker's work for Slamp consistently treats the lamp not merely as a light source but as a sculptural presence within a room.",Height: 36 cm,"Designed by Samuel Parker for Slamp
Opalflex® technopolymer construction
Sculptural, multidimensional light diffusion
E14 socket, bulb not included
1990s production
Electrical wiring fully inspected","Slamp was founded in 1994 in Pomezia, near Rome, by Roberto Ziliani. The company distinguished itself from established Italian lighting houses by focusing exclusively on technopolymers rather than glass or metal. Opalflex®, the proprietary material used in the Energy Light, is lightweight, flexible, and achieves a warm, diffused glow when illuminated. This material-driven approach allowed Slamp to produce forms impossible in traditional substrates, positioning the brand at the intersection of industrial innovation and decorative lighting design.","Living rooms, bedrooms, or reading corners seeking ambient illumination
Interiors informed by late 20th-century Italian design
Collectors of innovative material-driven lighting
Spaces benefiting from sculptural accent pieces",,"Free local pickup available (Kraków, Poland)
Shipping cost calculated individually based on your location
Contact us before purchase for a shipping quote","All vintage lighting is carefully inspected, electrically tested, and serviced before sale. We ensure every piece is safe and ready to enjoy in your home.",,,,,,,,,,,,,,,,,,,,active
slamp-energy-light-table-lamp-samuel-parker-1990s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=17AKJrsM3eIogKkHhn3pYCWyICTDrjMpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slamp-energy-light-table-lamp-samuel-parker-1990s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1Rg5ahKQNEQFG4okno6u3lqsrL8uJadXg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slamp-energy-light-table-lamp-samuel-parker-1990s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=127bK2Ejn7EX0Fq2lu-dKgEI7EjVSfA8b,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
